Date	URL	Country	Reach	Engagement	Key Phrases	Twitter Client	Twitter Followers	Twitter Following	City	Body
04/04/2020	http://twitter.com/uhshanti/statuses/1246549959844835328	Botswana	8055		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter Web App	8055	1185	Dukwe	"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
05/04/2020	http://twitter.com/harmacrab/statuses/1246659054094737411	Botswana	196		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter for iPhone	196	496	Dukwe	"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
05/04/2020	http://twitter.com/TshidiRamos/statuses/1246685172566765568	Botswana	1079		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter for Android	1079	1380		"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
05/04/2020	http://twitter.com/iam_PatoK/statuses/1246879229670838272	Botswana	1434		"climate change,health,medical experts,virtual press conference"	Twitter for Android	1434	1711	Gaborone	"RT @acpress: SIGN UP NOW to hear Harvard medical experts discuss how climate change affects health, including COVID-19. The virtual press conference is at 3 p.m. CDT April 8. Sign up here: https://t.co/t0PhzapEan https://t.co/HcpdKTYy7W"
10/04/2020	http://twitter.com/vision2030UK/statuses/1248524489123598337	Botswana	6	0	"adults,children,future,lives,pollution,profit,strong economic future"	Twitter for Android	6	41		"QT @PeterHeadCBE: People centred planning for the future, is key. Businesses will grow a strong economic future. We don't need to kill people to make a profit. #mindset ; What COViD-19 Means for Climate Change. In China, just two months of reduced pollution is likely to have saved the lives of 4,000 children under age5 & 73,000 adults over age of 70, writes Marshall Burke,an assistant prof Stanford earth system science dept https://t.co/gnjeIPtDNy"
23/04/2020	http://twitter.com/CheveningBW/statuses/1253277404996554753	Botswana	337		"distance,international collaboration,matter,planet,response,spirit,top priority"	Twitter for iPhone	337	66		"QT @COP26: RT @UKinBotswana: This Earth Day highlights that our response to climate change and Covid-19 needs to build on the spirit of international… ; ?? Happy 50th Birthday Earth Day ?? While #coronavirus may force us to keep our distance, tackling #ClimateChange must remain a top priority. No matter where you are, you can make a difference. Together, we can protect the Earth. ???? @EarthDayNetwork | #COP26 | #EarthDay https://t.co/jcLmtKchT5"
06/05/2020	http://twitter.com/Cour8ge/statuses/1257885360849334274	Botswana	1079	0	"climate change,organisations,scientists,valuable lessons,warnings"	Twitter Web App	1079	2146	Gaborone	#COVID19 has introduced 2 valuable lessons. 1) organisations can move faster than we ever thought possible. 2) we cannot afford to ignore scientists’ warnings about even more menacing crises – such as climate change.'' https://t.co/x5Gr4VQ30A https://t.co/SCbSHIUpZ7
08/06/2020	http://twitter.com/JMoribame/statuses/1269905172689563649	Botswana	772		"Sea levels,anniversary,birthday,country,depend,family,millions,ocean,pledge,tree,unprecedented opportunity,xtreme water problems"	Twitter for Android	772	4405		"QT @antonioguterres: RT @jay_jagannathan: What are we doing about #ClimateChange in #Botswana??? We have xtreme water problems..we need to plant more local trees...let's make our country more green.. let me start with a pledge to plant\n12 trees every year and a tree for every birthday in my family including  anniversary. ; Sea levels are rising due to climate change. Oceans are becoming more acidic & teeming with plastic. As we work to end the #COVID19 pandemic & build back better, we have an unprecedented opportunity to protect the ocean on which millions of lives and livelihoods depend. https://t.co/EMIsWXEy6B"
15/07/2020	http://twitter.com/RadiantHealthPr/statuses/1283188169605816321	Botswana	792	0		OS X	792	541		"Jane Goodall on Conservation, Climate Change and COVID-19 - EcoWatch https://t.co/8uSnocMD1c"
19/08/2020	http://twitter.com/Mamio_Xo/statuses/1296070781839998976	Botswana	410		"Good governance,great cartoon,story"	Twitter Web App	410	734		RT @PT1962: #5WCSP ?@IPUparliament? ?@hamiltonspec? ??? A great cartoon tells the story. Bravo ?@mackaycartoons? Covid19 Recession Climate Change - what a year. Good governance is needed everywhere. https://t.co/uxKD5qYabb
25/08/2020	https://twitter.com/jurylady5/statuses/1298324751769714689	Botswana	16084		"Brutal heat,climate change,food,indoors,nation,smoke from wildfires,triple threat,workers"	Mobile Web (M2)	16084	17697		"RT @nytclimate: Brutal heat and choking smoke from wildfires, boosted by climate change. COVID. A triple threat endangers workers who pick the nation's food. Health authorities say to stay indoors, “But we need to work, and if we stay indoors we don’t get paid. https://t.co/jy1R8A9G7W"
24/09/2020	http://twitter.com/RYoung1951/statuses/1308961973359374336	Botswana	57	0	"electric cars,fossil fuel,matter,supply"	Twitter for iPhone	57	927		@trish_regan That’s what climate change and COVID-19 are about. Destroying fossil fuel. Then Building it back up green. Economics don’t matter to these people. California can’t supply enough electricity to people now. Add all electric cars.. then what?
08/10/2020	http://twitter.com/heauxmeaux96/statuses/1314337224528363525	Botswana	590		"VP debate coverage - lies and half-truths,biggest whoppers tonight,everything from coronavirus"	Twitter for iPhone	590	694	Dukwe	RT @mehdirhasan: I fact-checked Mike Pence's 10 biggest whoppers tonight for @peacockTV's live VP debate coverage - lies and half-truths on everything from coronavirus to China to climate change. Watch it here in just two minutes: https://t.co/RVqIPbbIhD
11/10/2020	http://twitter.com/mgt_coull26/statuses/1315214218480824320	Botswana	3373		"climate change,economic elites,fundamental rights,great reset,ills,single person,world"	Twitter for iPad	3373	3300		RT @catherine___c: The “great reset” should disturb every single person. Covid has joined climate change in being blamed for all the world’s ills. But the Davos economic elites want to strip us of all our fundamental rights & live in a renewables & Marxist “utopia”. BE VERY AFRAID. #theoutsiders
12/10/2020	http://twitter.com/DenisCoghlan/statuses/1315486878267846657	Botswana	1360		"climate change & covid,fake crisis,gormless greens,reset,rich sociopaths,solution,system,wing"	Twitter Web App	1360	2204	Gaborone	"RT @SylviaDeeDee: The rich sociopaths who created & profited from the system they say needs to be ‘reset’, who created a fake crisis out of climate change & covid, now say they have the ‘solution’, & gormless greens, Utopians & left wing ’down with the patriarchy’ luvvies, aren’t SUSPICIOUS? FFS"
19/10/2020	http://twitter.com/MisterB_01/statuses/1318166099314249729	Botswana	1233		"Young campaigners,action on climate,change,climate movement,fast fashion,fight against climate change,fossil fuels - ?? ?? ?? Action,issue,latest report,urgent plea"	Twitter for iPhone	1233	4469	Dukwe	"RT @LivvyLepoids: - ?? Diversity in the climate movement - ?? Move away from fossil fuels - ?? ?? ?? Action against fast fashion. These are some of the key things @mikaelaloach, @BirdgirlUK & @zaqiyacajee want to see happen - in the fight against climate change My latest report for @BBCNews. ; We're still hurtling towards climate catastrophe Young campaigners are making an urgent plea for action on climate change, fearing the issue has been sidelined in the time of coronavirus https://t.co/FHADGeNzhT https://t.co/i3KoP1YSpk"
27/02/2020	https://twitter.com/jurylady5/statuses/1232922883002732544	Botswana	16256		"Fake Bribery Morrison,Yellow streak,brown paper bag -Morrison,first sniff"	Mobile Web (M2)	16256	17884		"QT @mana_kailani: RT @dingos1946: Fake Bribery Morrison couldnt work his way out of a brown paper bag -Morrison Fled to Hawaii at the first sniff of smoke fr… ; So #ScottyfromMarketing stuffed up a national emergency during the Climate Change fires so now he sees his 2nd chance. Pretending to be a leader, capitalising on coronavirus he’s calling a #pandemic. Honestly he’s so pathetically transparent #auspol"
27/02/2020	http://twitter.com/anthraxxxx/statuses/1232879082368458753	Botswana	10757		"climate change,coronavirus challenges,country,economy,ineffectual government,widening inequality"	Twitter Web App	10757	3472		"RT @pakhead: For many Thai people, increasingly impatient with an ineffectual government and flatlining economy, climate change and coronavirus challenges and widening inequality, this is not what the country needs https://t.co/p4th3KzB0S)"
18/03/2020	http://twitter.com/teej_the_joy/statuses/1240389857278558210	Botswana	4593		"climate change,corporate power,deadly effects,health,planet,public health systems,world"	Twitter for iPhone	4593	995	Gaborone	"RT @AWID: From climate change to broken public health systems, corporate power has made the world more vulnerable to pandemics such as #COVID19. Here, Awider @felogene Anumo highlights the urgency of stopping its deadly effects on our health, lives & the planet. https://t.co/55uPvuAPMl"
23/03/2020	http://twitter.com/ringfreedom/statuses/1242190006426402818	Botswana	625		"Massive union giveaways,climate change studies,liberal agenda,money on carbon,offsets,workers"	Twitter for Android	625	974		RT @SteveScalise: What’s in Nancy Pelosi's bill to supposedly deal with Coronavirus? – Mandates climate change studies – Forces airlines to spend money on carbon offsets—not workers – Massive union giveaways She's holding the American people’s well-being hostage to her liberal agenda. Shameless.
04/04/2020	http://twitter.com/ringfreedom/statuses/1246217918314098688	Botswana	635		climate change	Twitter for Android	635	984		"RT @michaelkeyes: So, isn't there a tax we can pay to stop COVID-19, or is that just for climate change?"
15/04/2020	http://twitter.com/inurlibrary/statuses/1250284096971878402	Botswana	358		"NASA climate scientist,briefing,climate change,first tweet,global warming,irreversible impacts,key turning point,public awareness,sensible actions"	Tweetbot for i?S	358	538	Dukwe	"QT @DrJamesEHansen: RT @KHayhoe: The one and only Jim Hansen, the NASA climate scientist who has beat the drum on climate change since his famous 1988 briefing… ; As with the Coronavirus, our mitigation is late, but I will make the case that sensible actions can avoid the irreversible impacts and restore more regional climate. And it is not expensive."
22/04/2020	http://twitter.com/BwEnvironment/statuses/1252933443660451842	Botswana	243		"distance,international collaboration,matter,planet,response,spirit,top priority"	Twitter for Android	243	274		"QT @COP26: RT @UKinBotswana: This Earth Day highlights that our response to climate change and Covid-19 needs to build on the spirit of international… ; ?? Happy 50th Birthday Earth Day ?? While #coronavirus may force us to keep our distance, tackling #ClimateChange must remain a top priority. No matter where you are, you can make a difference. Together, we can protect the Earth. ???? @EarthDayNetwork | #COP26 | #EarthDay https://t.co/jcLmtKchT5"
23/04/2020	http://twitter.com/ActivistNews_RL/statuses/1253198171251097600	Botswana	3661		"Coronavirus ans climate change,climate risks,fear,humanity,lives,profound decisions"	Twitter for iPhone	3661	4606		"RT @AssaadRazzouk: “Coronavirus ans climate change are profoundly linked. With #Covid_19, humanity is experiencing a fear for itself. Nobody hesitates to take brutal, profound decisions when it comes to saving lives. It’s exactly the same with climate risks” - President Emmanuel Macron of France https://t.co/Eb6qxbddqB"
30/04/2020	http://twitter.com/bilalr_95/statuses/1255666584686923776	Botswana	37		"campaign,colossal tree,jobs,order to combat climate change,staggering 10 billion trees,workers"	Twitter Web App	37	69		"RT @NatStClair: Pakistan begins colossal tree planting campaign - a staggering 10 billion trees will be planted starting now in order to combat climate change using 60,000 workers who have lost their jobs because of the coronavirus. https://t.co/p583HUq1Pz"
30/04/2020	http://twitter.com/DarrenVentharan/statuses/1255853640205524992	Botswana	74		COVID experts	Twitter for Android	74	498		"RT @OzraeliAvi: Greta Thunberg says we have to listen to the climate change “experts”, just like with COVID-19. The @WHO are the COVID experts. I don’t think she’s selling her case as well as she thinks."
14/05/2020	http://twitter.com/Nyathiman/statuses/1261064855827755009	Botswana	399		"expert panelist,teen climate change activist"	Twitter for Android	399	743	Francistown	RT @rondeaulivia: How did Greta Thunberg go from teen climate change activist to coronavirus expert panelist in a few months?
28/05/2020	https://twitter.com/Emily_Summers1/statuses/1266063984815374336	Botswana	990		"Particularly important message,recovery through green,sustainable policies,team"	Twitter for iPhone	990	450		"QT @COP26: RT @PaulTArkwright: Particularly important message as #Africa works on #COVID19 recovery through green, resilient and sustainable policies.… ; We owe it to future generations to build back better PM @BorisJohnson on the importance of a green and resilient recovery at the @UN Financing for Development event today. The UK will take this forward by hosting the UN Climate Change Conference in Glasgow ?? ?? ?? #COP26 https://t.co/hnKV3Fz5Z0"
17/06/2020	https://twitter.com/dudu_simelane/statuses/1273271415333179405	Botswana	45		Great discussions	Twitter Web App	45	39		"QT @SADC_News: Great discussions ; #SADC, @_AfricanUnion & other partners hold webinar on Great Green Wall Initiative in the context of #COVID19, ahead of #DesertificationAndDroughtDay. The #SADC region is vulnerable to desertification, climate change & loss of biodiversity. #FoodFeedFibre https://t.co/1MuDDvvkaN"
17/06/2020	http://twitter.com/Nyathiman/statuses/1273073929733705729	Botswana	427		"climate change reform event,past tweet"	Twitter for Android	427	773	Francistown	RT @BenjiBacker: Just got canceled to speak at a climate change reform event because of a past tweet where I linked COVID-19 to the country of China. They claimed it was racially insensitive. Absurd.
09/08/2020	https://twitter.com/gor_zilla/statuses/1292522149744463873	Botswana	809		"climate change or social media use,kids,lights,limit,powerful vested interest,problems,systemic change"	Twitter for iPhone	809	2178	Dukwe	QT @TanaGaneva: RT @evan_greer: so similar to mainstream narratives on climate change or social media use. turn off your lights. limit your kids' screen… ; This is the second @nytimes article I've read this morning that talks about Covid super-spreading events and has no mention of prisons https://t.co/RpYsFlpsU1
08/10/2020	http://twitter.com/Nyathiman/statuses/1314021082001743879	Botswana	521		climate change	Twitter for Android	521	877	Francistown	RT @RealJamesWoods: China sent us the #Wuhan #coronavirus and Susan Page is worried that we’re not gonna be able to stop “climate change” in North Korea? This is absolutely insane.
12/10/2020	http://twitter.com/mgt_coull26/statuses/1315707811649802240	Botswana	3378		"Great Reset,mass media"	Twitter for iPad	3378	3312		"RT @jonkirbysthlm: Sky news Australia been completely truthful about what’s behind Covid, Climate Change, WEF and the Great Reset. Please share as people need to hear this from mass media ?? Link https://t.co/v7x9ooPkvu https://t.co/n7uPNJvyeM"
28/02/2020	http://twitter.com/MolosiwaAobakwe/statuses/1233385499588530176	Botswana	372		"children,climate change,coronavirus,country,foreigners,life,poor harry,school"	Twitter for Android	372	493		RT @jxeker: “meghan markle has ruined poor harry’s life!” “all those foreigners infecting our country with coronavirus!” “these children should be at school not protesting over climate change!” https://t.co/AvrPpGq3cX
12/03/2020	https://twitter.com/BritAbout/statuses/1237896111894847493	Botswana	1896		dumbest tweet	Twitter for iPad	1896	4153		QT @SheriffClarke: RT @mattmfm: Behold: the dumbest tweet ever. ; No doubt in my mind that the CORRUPT and POLITICALLY MOTIVATED WORLD HEALTH ORGANIZATION’S declaring COVID19 a pandemic has to do with the US and Trump’s pulling out of the Paris Climate change accord. https://t.co/3EcBXMuSGi
24/03/2020	http://twitter.com/ringfreedom/statuses/1242304184512327680	Botswana	625		"Intrusive corporate diversity,average Americans,aviation,aviation to combat,bill,burdens,climate change study,elections,federal takeover,joke,swamp politics,virus aid"	Twitter for Android	625	973		"QT @GOPoversight: RT @JudiciaryGOP: A climate change study on aviation to combat #COVID?19? Is this a joke, @SpeakerPelosi? How does that help average Ame… ; Speaker Pelosi's #coronavirus bill includes: -Provisions for a federal takeover of elections -A climate change study on aviation -Intrusive corporate diversity reporting burdens Seriously? Now is the time to help struggling Americans, not play swamp politics with virus aid. https://t.co/k2QDIcc8hP"
03/04/2020	http://twitter.com/ropercarol/statuses/1245993806203412480	Botswana	15		"climate change,dress rehearsal,main lesson"	Twitter Web App	15	260		RT @arusbridger: The main lesson we have to learn is this: Covid-19 is a dress rehearsal for climate change.....
06/04/2020	http://twitter.com/jay_jagannathan/statuses/1247234276720025603	Botswana	213		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter for Android	213	119	Gaborone	"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
07/04/2020	http://twitter.com/KgoriBustard/statuses/1247419000579129345	Botswana	386	0	"climate change,immediate effect"	Hootsuite Inc.	386	1560	Gaborone	Coronavirus: The immediate effect on climate change https://t.co/uORulgtYnG
22/04/2020	http://twitter.com/ob_eazzy/statuses/1252878992597594112	Botswana	2609		"distance,international collaboration,matter,planet,response,spirit,top priority"	Twitter for Android	2609	1510	Francistown	"QT @COP26: RT @UKinBotswana: This Earth Day highlights that our response to climate change and Covid-19 needs to build on the spirit of international… ; ?? Happy 50th Birthday Earth Day ?? While #coronavirus may force us to keep our distance, tackling #ClimateChange must remain a top priority. No matter where you are, you can make a difference. Together, we can protect the Earth. ???? @EarthDayNetwork | #COP26 | #EarthDay https://t.co/jcLmtKchT5"
22/04/2020	http://twitter.com/MargeryAPW/statuses/1252975673527934977	Botswana	526	0	"campaign,climate change,uncommonly good leaders"	Twitter for iPhone	526	1641		"QT @JoeBiden: Two uncommonly good leaders... ; Folks, we just launched a special #EarthDay episode of Here's the Deal! Governor @JayInslee joins me for a discussion on COVID-19, climate change, and why he's supporting our campaign. Listen to the full episode now: https://t.co/gfVHzRcDXo https://t.co/DRJyrZ5njV"
26/04/2020	http://twitter.com/TlhaleMonametsi/statuses/1254326290238275584	Botswana	8		"climate change,damage to ecosystems,emergence of zoonotic diseases,factors,planetary ?? biodiversity loss,reminder"	Twitter for Android	8	63	Gaborone	"RT @UNFCCC: A reminder from @UNEP that climate change, damage to ecosystems and planetary ?? biodiversity loss are factors which favor the emergence of zoonotic diseases such as #COVID19 https://t.co/jEegLsF1it"
05/05/2020	http://twitter.com/BotswanaOrg/statuses/1257611084242051073	Botswana	59	0	"CITIES,attention,existential challenges,sustainability and climate change,urban life"	Twitter Web App	59	109		Is the attention devoted to COVID-19 distracting us from the existential challenges of sustainability and climate change? OUR CITIES AND SETTLEMENTS AFTER CORONAVIRUS: How will Covid-19 alter Botswana's urban life? @BWGovernment #urban #cities #settlements
16/05/2020	http://twitter.com/carreytbh/statuses/1261742764900974594	Botswana	159		"best system humans,capitalists,coronavirus,course to make,trillionaire,wealth,world"	Twitter for iPhone	159	371	Dukwe	"RT @HasBezosDecided: Capitalism is on course to make one man a trillionaire, has given half the world's wealth to 8 people, has failed to react to climate change or coronavirus & regularly collapses every 10-15 years but capitalists still will argue that this is the best system humans can ever devise"
23/05/2020	http://twitter.com/becasilverstein/statuses/1264089133967790080	Botswana	4520		climate change	Twitter for iPhone	4520	1839		"RT @grauniadmeme: Opinion | You were all supposed to die from climate change, not coronavirus | Greta Thunberg https://t.co/BlPXfnbam5"
21/06/2020	https://twitter.com/experimancer/statuses/1274776449682202624	Botswana	660			Twitter for Android	660	1875	Dukwe	"QT @ScottDuncanWX: @MattiHuu_YLE #covid19 & #ClimateChange https://t.co/y1rIVLuzoq https://t.co/A7jARXfJmn ; Why should we care? Heat is responsible for Siberian fires and these can be seen from space. Fires release more CO2 into the atmosphere, adding to the problems of climate change. Not ideal during a global pandemic which affects respiratory system --> https://t.co/aAxGbJvNI6 https://t.co/8N4rteNlMa"
12/08/2020	http://twitter.com/abspraragen/statuses/1293606922378080256	Botswana	659	0	"climate change,competent leader,global warming,gubernatorial term,primary,subject to change"	Twitter for iPhone	659	2083	Dukwe	"@EliCollinKrule @bshap333 Agreed. Kerry oughta get a climate change special advisory post. Inslee is running for a 3rd gubernatorial term in Wash ‘20, subject to change. He was far & away the strongest on global warming in the primary. Then again, a competent leader for his state amid COVID, so pop there."
03/09/2020	http://twitter.com/Wait_What_Noway/statuses/1301571894689267712	Botswana	1965		"climate change,devastating coronavirus outbreaks,induced wildfires,prisons,system"	Twitter for Android	1965	3223		"RT @RBReich: To review, California struggled to fight the climate change-induced wildfires because they rely on $2-5/day labor from incarcerated people, who the state failed to protect from devastating coronavirus outbreaks in prisons. Ask me again why this system needs an overhaul."
11/09/2020	http://twitter.com/kamran_fareedi/statuses/1304231770615840768	Botswana	1593		"Climate change,next Americans"	Twitter for iPhone	1593	3619	Dukwe	"RT @Noahpinion: Scientists: COVID, just hit Europe, now it's coming to kill us. Americans: Ehh, maybe it won't Scientists: Look, COVID just hit NYC, it's gonna hit other states next Americans: Ehh, maybe it won't Scientists: Climate change is coming to kill us Americans: Ehh, maybe it won't"
09/03/2020	http://twitter.com/BwEnvironment/statuses/1237133791325499401	Botswana	194		"21st-century,coronavirus,economic,humanity"	Twitter for Android	194	222		"RT @marwilliamson: What climate change, coronavirus and other issues make clear is this: humanity will not thrive in the 21st-century unless we evolve beyond a “me first” or “me only” mentality. We need to shift economically, politically, and socially from an economic to a humanitarian bottom line."
11/03/2020	http://twitter.com/vnapireweekend/statuses/1237744658563948544	Botswana	830		"climate change,cruise ship industry,disease,fewer airline flights,human nation"	Twitter for iPhone	830	473		RT @FreyjaErlings: COVID-19 killing off the bulk of the cruise ship industry and forcing fewer airline flights means a *disease* is doing more for climate change than any human nation is
12/03/2020	https://twitter.com/jurylady5/statuses/1238053887900151808	Botswana	16263		"AIDs/HIV epidemic,credits"	Mobile Web (M2)	16263	17890		"QT @KetanJ0: RT @RonniSalt: Does Angus Taylor know if we have any carry-over credits from the AIDs/HIV epidemic we can use? #COVID19 https://t.co/RJxA… ; I see so many scientists and experts on Twitter urging governments to take strong containment action, and so many governments not doing it while they have the chance. As others have said, it's climate change at superspeed. https://t.co/kuwcmgxK33"
24/03/2020	http://twitter.com/Truth51523543/statuses/1242529238290501633	Botswana	2	0	"last cold,significant threats,uncertainty,unnecessary fear"	Twitter Web App	2	42	Dukwe	"QT @AP4Liberty: It's not helpful to say publicly, My last cold was worse than this when we're trying to get people to take Coronavirus seriously. Climate change and COVID-19 are BOTH significant threats. ; Why not just wait until you are positive to announce something like this rather than stoke unnecessary fear and uncertainty? https://t.co/2BEoFzILMO via @nypost"
25/03/2020	http://twitter.com/PoonyaneTheo/statuses/1242809260951646209	Botswana	693		"climate change and politics,jail,moron,tests,treatment"	Twitter for Android	693	650		"QT @VicD31: RT @piersmorgan: Another f*cking moron. Find him, jail him, give him no treatment if he tests positive. ; Just remember...this is our future and the same ones lecturing us about climate change and politics ?? #COVID19 https://t.co/91kZDnfcwh"
05/04/2020	http://twitter.com/TheAnswerKarabo/statuses/1246673939650265088	Botswana	4443		"brunt of covid,climate change,great equalizer,lower income households,same way,vulnerable populations"	Twitter for Android	4443	2019		"RT @jiejennyzou: Coronavirus is the “great equalizer” the same way that climate change is the “great equalizer,” which is to say: not at all. Communities of color, lower income households and vulnerable populations are bearing the brunt of covid 19"
23/04/2020	http://twitter.com/Alantia/statuses/1253420130656088068	Botswana	1315		"cool new interactive tool,min video"	Twitter for Android	1315	1647		RT @theclimateclock: How can we apply the Big Lesson from COVID-19 to the fight against Climate Change? We need to #FlattenTheClimateCurve! This cool new interactive tool shows us how: https://t.co/Ff3I7JiVmP & watch this 1-min video: https://t.co/4m2zU9w5SE #ClimateChange #EarthDay2020 #ActInTime https://t.co/1FrLkrVbGc
25/04/2020	http://twitter.com/SebegoZwide/statuses/1253912545162919936	Botswana	682		"cancer and diabetes,climate change,encore,heart disease,media,pneumonia"	Twitter for Android	682	1594		"RT @mitchellvii: COVID-19 is amazing. It has cured pneumonia, heart disease, cancer and diabetes. And for its encore, it ended climate change, because, when was the last time you heard the media freaking out over climate change?"
05/05/2020	http://twitter.com/BenJJWalker/statuses/1257471863560654849	Botswana	156		"climate change,coronavirus"	Twitter for iPhone	156	306		RT @CES_UNSW: Australia listened to the experts on coronavirus. It's time we heard them on climate change | Lenore Taylor https://t.co/p6S3VgLh5G
10/05/2020	http://twitter.com/Kodimint/statuses/1259515575820259331	Botswana	80		"climate change,easy-mode test,radically changed environment"	Twitter Web App	80	298	Dukwe	RT @FaithNaff: COVID-19 is our easy-mode test on how well we can adapt to a radically changed environment and WOW are we proving that climate change is going to do us in.
04/06/2020	http://twitter.com/JayniieJ/statuses/1268406474205691910	Botswana	232		"effects of coronavirus,follow,global climate change,oil crisis"	Twitter for iPhone	232	396	Gaborone	"RT @pissdawg: @rudy_betrayed My 14 month old just asked me what the effects of coronavirus were on global climate change. As a follow up, she told me her stance on the oil crisis, wow"
05/06/2020	http://twitter.com/louieheat00/statuses/1268861512606789632	Botswana	58		"biodiversity loss,climate change,coronavirus,devastating threat,planet,sight"	Twitter for iPhone	58	128		"RT @BorisJohnson: Whilst we are all rightly focused on beating coronavirus, we cannot lose sight of the need to protect our people and our planet from the devastating threat of climate change and biodiversity loss if nothing is done. 1/4"
09/06/2020	http://twitter.com/OValsson/statuses/1270247959544958976	Botswana	67		"Sea levels,depend,millions,ocean,pandemic,unprecedented opportunity"	Twitter for iPhone	67	123		"RT @antonioguterres: Sea levels are rising due to climate change. Oceans are becoming more acidic & teeming with plastic. As we work to end the #COVID19 pandemic & build back better, we have an unprecedented opportunity to protect the ocean on which millions of lives and livelihoods depend. https://t.co/EMIsWXEy6B"
17/06/2020	http://twitter.com/LIRRtoCiti/statuses/1273258070743932929	Botswana	232		"climate change reform event,past tweet"	Twitter for iPhone	232	385	Dukwe	RT @BenjiBacker: Just got canceled to speak at a climate change reform event because of a past tweet where I linked COVID-19 to the country of China. They claimed it was racially insensitive. Absurd.
17/06/2020	https://twitter.com/ceceyy/statuses/1273165259503742977	Botswana	813		climate change	Twitter Web App	813	3853	Dukwe	"QT @TravelLeisure: RT @chelseaperetti: Racism, covid19, climate change and what else? Im forgetting one https://t.co/RefKjg9QD4 ; First Date Conversation: 4 Things Research Says You Should Talk About https://t.co/Fvp13cafg8 https://t.co/xhX1Q8SkgH"
21/06/2020	https://twitter.com/mianfaisal135/statuses/1274720228790976517	Botswana	1782		deep knowledge	Twitter for Android	1782	497	Dukwe	QT @Ahsan_H_Durrani: RT @aleenaalavi: Yeh hotee hai deep knowledge. Learn ppl! ???? ; Food for thought: COVID19 means that the Corona Virus has 19 points that can be applied on any country based on their level of immunity says Federal Minister for Climate Change. https://t.co/r0D2Jz2z8b
25/06/2020	https://twitter.com/jurylady5/statuses/1276282566819975170	Botswana	16147		"action on climate,biggest priorities,blatant disregard,change,control,fed gov,prime minister"	Mobile Web (M2)	16147	17770		"RT @talkingwalk: @VernVerass @richard_jayne @KristyMcBain I've never seen such a blatant disregard in a prime minister ever, and I worked for fed gov for nearly 40 years. #morrison and his gov are dangerous. Getting rid of #Morrison gov and taking action on climate change are our biggest priorities once #covid is under control"
15/07/2020	http://twitter.com/BadAssShrink/statuses/1283286199726039040	Botswana	2170		"Covid look,brief summer thunderstorm,climate change"	Twitter for Android	2170	1454	Dukwe	"RT @chrislhayes: Eventually, and probably sooner rather than later, climate change will make Covid look like a brief summer thunderstorm."
13/09/2020	http://twitter.com/bilabilonga/statuses/1305244565998374914	Botswana	42		"climate change,decades,government,individuals,pandemic,same mistake"	Twitter for Android	42	450	Sua	RT @parislees: I've heard people say No one could have predicted Covid-19 Not true. Experts have warned us for decades a pandemic was just a matter of time. I don't blame individuals for not listening but I do blame the government We can't let them make the same mistake with climate change
14/10/2020	http://twitter.com/Bohemianbloom/statuses/1316502981391470595	Botswana	145	0	"COVID,cancer,climate change,debate,smoking"	Twitter for iPhone	145	478	Dukwe	QT @KamalaHarris: #RuthBaderGinsburg ; Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? Apparently that’s up for debate.
15/10/2020	https://twitter.com/forsorrows/statuses/1316661120573284352	Botswana	531			Twitter for Android	531	1507		QT @KamalaHarris: RT @besf0rt: this you? https://t.co/vJOYpjU750 ; Amy Coney Barrett will admit that COVID-19 is infectious. She’ll admit that smoking causes cancer. But whether climate change is real? Apparently that’s up for debate.
25/10/2020	http://twitter.com/newlyjacky/statuses/1320319030436265995	Botswana	615			Twitter for iPhone	615	4786		RT @TheAliceSmith: Starting to conclude that Washington and Hollywood are so keen to push Covid and Climate Change because they want us distracted from the fact that they’re a bunch of pedophile loving Communists.
14/03/2020	http://twitter.com/DenisCoghlan/statuses/1238777484327485441	Botswana	1321	0	"debate,genuine reason,very afraid Anthropogenic Climate Change Scaremongering"	Twitter Web App	1321	2034	Gaborone	"@JWSpry I wouldn't worry too much! COVID-19 is going to finish off the #ClimateChange debate. COVID-19 will provide a genuine reason to be afraid, very afraid Anthropogenic Climate Change Scaremongering doesn't stand a chance!"
